datetime,temperature,humidity,pressure,wind_speed,cloud_cover,visibility,hour,day_of_year,solar_radiation
2025-01-04 03:00:00,18.4,71.2,1021.2,3.7,21.3,15.1,3,4,0.0
2025-01-04 04:00:00,18.7,69.4,1018.5,4.9,49.9,12.9,4,4,0.0
2025-01-04 05:00:00,21.6,70.7,1000.3,4.1,20.2,14.8,5,4,0.0
2025-01-04 06:00:00,20.3,61.1,1018.0,5.0,28.1,15.5,6,4,17.0
2025-01-04 07:00:00,23.8,69.6,1015.4,3.1,99.3,10.7,7,4,133.1
2025-01-04 08:00:00,18.6,67.5,1004.2,2.5,62.1,14.0,8,4,443.1
2025-01-04 09:00:00,20.3,70.8,1017.1,5.2,60.4,15.1,9,4,521.1
2025-01-04 10:00:00,18.7,72.1,1005.9,4.4,61.3,18.0,10,4,443.4
2025-01-04 11:00:00,15.4,71.8,1017.5,3.3,36.8,19.6,11,4,342.4
2025-01-04 12:00:00,15.0,74.0,1013.2,2.0,70.3,13.7,12,4,6.8
2025-01-04 13:00:00,14.3,76.9,1022.6,2.1,78.0,14.4,13,4,27.3
2025-01-04 14:00:00,12.2,82.1,1004.1,2.2,67.2,14.9,14,4,21.8
2025-01-04 15:00:00,13.8,84.5,1031.8,0.4,55.2,15.1,15,4,7.3
2025-01-04 16:00:00,9.5,95.0,1015.0,0.0,31.8,18.1,16,4,26.5
2025-01-04 17:00:00,11.3,89.6,1014.3,0.8,76.3,15.9,17,4,8.1
2025-01-04 18:00:00,8.0,90.0,1023.3,1.2,66.4,10.6,18,4,11.8
2025-01-04 19:00:00,12.4,95.0,1023.9,0.4,36.3,17.2,19,4,0.0
2025-01-04 20:00:00,10.3,82.9,1015.9,2.1,60.2,13.5,20,4,0.0
2025-01-04 21:00:00,12.1,90.3,1027.0,3.4,31.5,15.2,21,4,0.0
2025-01-04 22:00:00,12.1,81.9,1016.9,3.1,68.2,10.4,22,4,0.0
2025-01-04 23:00:00,14.3,82.0,1003.2,5.2,48.3,19.6,23,4,0.0
2025-01-05 00:00:00,16.4,78.0,1020.4,3.8,51.0,15.5,0,5,0.0
2025-01-05 01:00:00,17.5,71.7,1017.8,5.1,41.4,16.8,1,5,0.0
2025-01-05 02:00:00,18.9,79.8,1014.0,4.9,17.7,15.7,2,5,0.0
2025-01-05 03:00:00,21.3,72.4,1006.1,4.7,0.0,21.3,3,5,0.0
2025-01-05 04:00:00,18.2,64.2,999.5,5.4,35.6,17.1,4,5,0.0
2025-01-05 05:00:00,20.0,60.4,1020.4,6.1,81.0,13.3,5,5,0.0
2025-01-05 06:00:00,23.2,61.7,988.8,4.4,48.7,16.9,6,5,0.0
2025-01-05 07:00:00,21.9,71.9,1009.3,4.3,56.0,18.7,7,5,305.4
2025-01-05 08:00:00,21.2,75.3,1000.2,3.8,66.0,13.8,8,5,399.0
2025-01-05 09:00:00,18.8,75.9,1002.8,4.0,72.7,16.2,9,5,433.2
2025-01-05 10:00:00,13.5,78.3,1027.3,2.8,30.1,16.0,10,5,622.4
2025-01-05 11:00:00,17.1,82.9,1007.3,4.8,31.8,22.0,11,5,390.3
2025-01-05 12:00:00,17.1,79.7,1020.1,4.8,50.5,14.8,12,5,0.0
2025-01-05 13:00:00,20.7,91.1,1008.5,3.1,72.0,15.3,13,5,0.0
2025-01-05 14:00:00,10.2,89.2,1025.8,2.7,93.9,10.1,14,5,0.0
2025-01-05 15:00:00,13.8,79.7,1020.5,1.4,46.3,13.8,15,5,17.6
2025-01-05 16:00:00,14.0,86.0,1014.7,1.0,61.6,15.4,16,5,3.0
2025-01-05 17:00:00,13.5,87.3,1011.8,1.1,6.5,17.7,17,5,0.0
2025-01-05 18:00:00,9.9,86.5,1002.4,0.0,22.2,21.0,18,5,13.0
2025-01-05 19:00:00,12.5,83.5,991.7,1.5,46.0,18.8,19,5,0.0
2025-01-05 20:00:00,12.4,95.0,1027.7,2.8,54.2,15.1,20,5,0.0
2025-01-05 21:00:00,14.6,88.2,996.7,1.3,0.0,18.6,21,5,0.0
2025-01-05 22:00:00,15.3,85.3,1007.3,1.7,24.4,17.6,22,5,0.0
2025-01-05 23:00:00,13.5,79.4,1032.5,3.7,83.4,13.1,23,5,0.0
2025-01-06 00:00:00,16.0,72.8,1011.2,2.4,6.6,20.6,0,6,0.0
2025-01-06 01:00:00,15.7,72.5,1011.6,3.5,37.6,13.5,1,6,0.0
2025-01-06 02:00:00,16.0,80.4,1026.5,4.7,21.6,15.3,2,6,0.0
2025-01-06 03:00:00,20.3,73.3,1020.0,3.7,32.1,14.6,3,6,0.0
2025-01-06 04:00:00,19.6,74.6,1001.4,4.3,34.3,15.5,4,6,0.0
2025-01-06 05:00:00,22.0,71.9,1026.7,3.8,70.1,12.8,5,6,0.0
2025-01-06 06:00:00,21.8,79.6,1010.5,5.5,47.3,13.4,6,6,1.9
2025-01-06 07:00:00,20.9,60.8,1007.3,4.4,45.9,13.4,7,6,287.3
2025-01-06 08:00:00,17.3,70.2,1013.8,3.6,37.5,15.9,8,6,598.8
2025-01-06 09:00:00,20.4,71.8,1011.3,5.1,77.7,12.3,9,6,361.3
2025-01-06 10:00:00,18.3,76.6,1019.7,2.0,71.6,11.7,10,6,347.6
2025-01-06 11:00:00,15.5,89.0,1001.7,3.6,5.7,22.3,11,6,474.1
2025-01-06 12:00:00,15.3,73.1,1003.3,3.5,67.1,11.1,12,6,16.1
2025-01-06 13:00:00,15.4,79.4,1009.4,2.9,55.4,16.6,13,6,0.0
2025-01-06 14:00:00,15.7,76.6,1000.7,1.2,60.5,11.3,14,6,30.3
2025-01-06 15:00:00,12.9,80.2,1016.6,0.7,48.4,13.0,15,6,4.9
2025-01-06 16:00:00,15.5,93.5,1020.8,0.8,0.0,22.3,16,6,55.9
2025-01-06 17:00:00,11.6,95.0,1016.1,0.4,42.8,15.2,17,6,0.0
2025-01-06 18:00:00,7.8,88.2,1005.7,0.3,45.7,16.3,18,6,5.2
2025-01-06 19:00:00,9.7,91.3,992.2,0.0,76.5,13.5,19,6,0.0
2025-01-06 20:00:00,12.7,91.6,1000.9,0.3,53.6,15.5,20,6,0.0
2025-01-06 21:00:00,12.9,86.1,1013.3,0.1,44.4,15.4,21,6,0.0
2025-01-06 22:00:00,15.2,82.8,1009.5,1.7,53.8,17.5,22,6,0.0
2025-01-06 23:00:00,12.0,80.2,1010.3,1.1,6.6,20.0,23,6,0.0
2025-01-07 00:00:00,18.4,76.9,1014.5,1.7,21.2,17.0,0,7,0.0
2025-01-07 01:00:00,16.8,75.5,1027.6,3.9,0.0,19.1,1,7,0.0
2025-01-07 02:00:00,18.2,74.1,1018.7,3.4,69.1,11.6,2,7,0.0
2025-01-07 03:00:00,18.8,68.6,1014.2,3.8,36.9,16.9,3,7,0.0
2025-01-07 04:00:00,19.5,71.1,1004.9,4.8,17.1,19.1,4,7,0.0
2025-01-07 05:00:00,21.3,64.1,1010.1,4.3,31.3,14.0,5,7,0.0
2025-01-07 06:00:00,21.2,76.2,1009.0,6.9,2.0,18.4,6,7,4.7
2025-01-07 07:00:00,24.3,78.0,998.8,4.9,9.2,20.0,7,7,475.7
2025-01-07 08:00:00,20.6,68.5,1030.7,4.4,56.7,9.7,8,7,482.0
2025-01-07 09:00:00,19.6,72.3,1031.6,2.3,34.5,16.8,9,7,730.1
2025-01-07 10:00:00,20.9,67.1,1025.0,4.0,54.3,12.3,10,7,453.2
2025-01-07 11:00:00,17.2,79.6,1005.2,4.2,23.4,17.6,11,7,399.4
2025-01-07 12:00:00,19.4,82.9,1023.8,3.1,46.6,18.1,12,7,6.7
2025-01-07 13:00:00,14.9,78.6,1025.4,3.5,24.8,16.3,13,7,0.0
2025-01-07 14:00:00,16.9,87.2,983.6,2.9,61.5,12.4,14,7,13.5
2025-01-07 15:00:00,9.2,84.1,1019.8,0.2,63.9,11.7,15,7,17.0
2025-01-07 16:00:00,10.7,87.4,1001.8,1.9,68.2,12.6,16,7,0.0
2025-01-07 17:00:00,12.2,93.0,1017.0,0.7,44.7,16.6,17,7,15.3
2025-01-07 18:00:00,10.0,87.6,1022.1,0.0,61.9,13.1,18,7,0.0
2025-01-07 19:00:00,8.8,95.0,1021.9,0.8,47.2,16.2,19,7,0.0
2025-01-07 20:00:00,8.0,82.7,1029.9,0.6,21.7,18.7,20,7,0.0
2025-01-07 21:00:00,12.5,81.4,1018.8,2.0,62.5,13.7,21,7,0.0
2025-01-07 22:00:00,14.2,85.1,1021.1,0.7,65.7,9.5,22,7,0.0
2025-01-07 23:00:00,12.6,74.3,1001.5,3.7,59.0,10.7,23,7,0.0
2025-01-08 00:00:00,18.4,74.8,1015.1,2.8,48.4,15.3,0,8,0.0
2025-01-08 01:00:00,16.3,81.4,1009.0,0.1,68.0,13.3,1,8,0.0
2025-01-08 02:00:00,18.6,81.2,1011.9,5.4,28.1,17.7,2,8,0.0
2025-01-08 03:00:00,19.8,79.6,1021.5,4.7,73.3,13.1,3,8,0.0
2025-01-08 04:00:00,21.0,70.4,1003.8,4.6,16.4,18.6,4,8,0.0
2025-01-08 05:00:00,19.9,78.2,1021.0,4.0,45.7,14.1,5,8,0.0
2025-01-08 06:00:00,22.3,71.3,1000.7,5.1,55.7,16.2,6,8,0.0
2025-01-08 07:00:00,20.6,69.9,1016.7,7.0,48.5,16.9,7,8,320.1
2025-01-08 08:00:00,22.9,69.6,994.7,3.5,57.4,13.5,8,8,479.8
2025-01-08 09:00:00,22.5,72.3,1014.1,4.8,17.6,21.6,9,8,864.3
2025-01-08 10:00:00,19.4,78.5,1023.2,4.2,59.9,14.9,10,8,472.3
2025-01-08 11:00:00,16.0,71.5,993.9,3.3,72.7,12.4,11,8,184.8
2025-01-08 12:00:00,16.7,76.9,1010.8,3.7,29.5,18.2,12,8,0.9
2025-01-08 13:00:00,15.2,83.5,1016.9,2.8,49.1,14.3,13,8,20.3
2025-01-08 14:00:00,13.1,79.1,1001.0,0.7,65.6,10.9,14,8,21.3
2025-01-08 15:00:00,14.9,86.7,1016.5,1.1,53.6,12.4,15,8,10.0
2025-01-08 16:00:00,12.2,87.9,1008.7,1.1,27.2,18.5,16,8,28.6
2025-01-08 17:00:00,11.5,88.4,1015.4,0.2,22.9,18.0,17,8,20.6
2025-01-08 18:00:00,10.2,94.4,996.4,0.1,3.1,18.1,18,8,0.0
2025-01-08 19:00:00,11.9,93.0,1015.6,1.5,89.8,10.2,19,8,0.0
2025-01-08 20:00:00,13.8,92.0,1009.8,2.2,77.5,11.1,20,8,0.0
2025-01-08 21:00:00,12.8,85.2,1017.9,2.8,55.1,15.2,21,8,0.0
2025-01-08 22:00:00,13.1,94.3,1010.9,0.8,21.2,16.6,22,8,0.0
2025-01-08 23:00:00,17.3,77.9,1008.4,1.9,15.5,14.8,23,8,0.0
2025-01-09 00:00:00,18.3,67.4,1027.1,4.1,14.5,18.1,0,9,0.0
2025-01-09 01:00:00,19.6,75.2,1003.2,2.9,38.5,15.9,1,9,0.0
2025-01-09 02:00:00,21.7,81.1,987.4,4.3,47.5,14.8,2,9,0.0
2025-01-09 03:00:00,22.8,72.9,1011.3,3.5,74.4,13.9,3,9,0.0
2025-01-09 04:00:00,23.6,69.3,1002.4,4.7,74.3,14.8,4,9,0.0
2025-01-09 05:00:00,22.7,75.7,1029.3,5.3,3.0,18.5,5,9,0.0
2025-01-09 06:00:00,27.1,73.1,1008.5,5.0,63.5,10.7,6,9,9.4
2025-01-09 07:00:00,23.4,67.6,1012.3,4.5,50.9,12.8,7,9,281.8
2025-01-09 08:00:00,20.6,73.4,1009.7,4.0,57.4,13.2,8,9,478.7
2025-01-09 09:00:00,22.8,67.9,1028.5,4.7,0.0,20.5,9,9,992.7
2025-01-09 10:00:00,16.6,71.1,995.7,4.6,64.1,11.6,10,9,430.3
2025-01-09 11:00:00,21.5,78.6,1021.1,3.5,24.3,17.0,11,9,429.2
2025-01-09 12:00:00,17.1,75.0,1007.6,2.8,68.2,14.6,12,9,0.0
2025-01-09 13:00:00,15.3,77.4,1013.1,4.5,66.2,16.9,13,9,0.0
2025-01-09 14:00:00,13.9,78.6,1017.7,0.0,31.7,15.9,14,9,16.1
2025-01-09 15:00:00,13.6,87.1,1008.7,1.7,39.4,18.7,15,9,0.0
2025-01-09 16:00:00,11.9,90.8,1003.2,3.8,73.7,14.6,16,9,0.0
2025-01-09 17:00:00,13.9,84.9,1008.7,1.7,26.7,14.7,17,9,0.0
2025-01-09 18:00:00,9.8,93.8,1012.3,0.8,23.9,18.1,18,9,5.2
2025-01-09 19:00:00,13.3,87.5,1001.7,1.8,39.8,17.6,19,9,0.0
2025-01-09 20:00:00,11.4,85.3,1009.5,0.3,48.9,15.6,20,9,0.0
2025-01-09 21:00:00,12.6,89.4,1010.8,1.6,1.9,22.5,21,9,0.0
2025-01-09 22:00:00,13.8,85.5,1015.0,1.2,60.8,12.2,22,9,0.0
2025-01-09 23:00:00,16.8,83.3,1032.3,3.0,91.9,11.8,23,9,0.0
2025-01-10 00:00:00,15.5,83.2,1000.7,2.1,40.4,17.7,0,10,0.0
2025-01-10 01:00:00,19.6,72.4,1002.4,4.7,95.2,11.8,1,10,0.0
2025-01-10 02:00:00,16.9,74.2,1035.5,4.3,0.0,20.3,2,10,0.0
2025-01-10 03:00:00,20.2,70.3,1026.5,2.2,100.0,12.5,3,10,0.0
2025-01-10 04:00:00,23.6,76.6,1022.1,5.9,52.2,19.3,4,10,0.0
2025-01-10 05:00:00,22.7,61.1,1002.8,5.0,80.5,11.2,5,10,0.0
2025-01-10 06:00:00,22.2,73.3,1026.6,5.8,65.7,18.2,6,10,15.0
2025-01-10 07:00:00,20.0,68.3,1010.6,6.0,36.0,20.1,7,10,347.0
2025-01-10 08:00:00,21.2,74.8,1007.9,5.3,35.6,19.6,8,10,587.4
2025-01-10 09:00:00,19.2,66.2,1003.8,3.7,36.1,18.4,9,10,722.6
2025-01-10 10:00:00,15.5,79.1,1028.6,3.6,19.7,17.9,10,10,739.9
2025-01-10 11:00:00,16.1,77.1,1008.9,4.0,51.2,14.6,11,10,322.2
2025-01-10 12:00:00,17.1,77.1,1011.3,4.4,57.3,15.4,12,10,4.2
2025-01-10 13:00:00,16.5,81.5,1021.4,3.2,40.2,18.2,13,10,15.0
2025-01-10 14:00:00,12.9,91.0,1010.5,1.4,11.6,17.9,14,10,6.8
2025-01-10 15:00:00,10.6,82.3,1026.7,2.2,54.3,19.6,15,10,20.1
2025-01-10 16:00:00,14.4,88.6,1010.5,0.1,32.8,14.4,16,10,0.0
2025-01-10 17:00:00,9.4,91.7,1005.6,2.0,0.0,18.8,17,10,38.5
2025-01-10 18:00:00,9.5,85.2,1001.0,1.1,38.6,16.6,18,10,5.6
2025-01-10 19:00:00,13.9,92.1,1028.9,0.3,28.9,12.8,19,10,0.0
2025-01-10 20:00:00,12.2,90.2,1010.5,4.4,21.3,17.4,20,10,0.0
2025-01-10 21:00:00,13.2,85.4,1014.7,1.3,32.5,17.9,21,10,0.0
2025-01-10 22:00:00,15.7,86.5,1013.9,1.5,67.6,11.7,22,10,0.0
2025-01-10 23:00:00,18.3,81.5,1017.0,2.9,71.6,11.3,23,10,0.0
2025-01-11 00:00:00,14.8,85.2,1024.6,2.4,44.7,14.5,0,11,0.0
2025-01-11 01:00:00,18.6,68.5,1002.6,3.1,31.1,18.6,1,11,0.0
2025-01-11 02:00:00,17.3,80.7,1000.2,3.0,81.4,8.8,2,11,0.0
2025-01-11 03:00:00,19.0,75.0,1003.2,6.2,40.0,18.4,3,11,0.0
2025-01-11 04:00:00,21.2,74.6,1013.9,5.2,79.7,15.2,4,11,0.0
2025-01-11 05:00:00,23.6,70.5,1015.8,5.2,28.0,17.2,5,11,0.0
2025-01-11 06:00:00,23.2,63.6,1029.1,6.4,50.2,14.5,6,11,21.4
2025-01-11 07:00:00,22.1,67.1,1008.7,5.6,52.5,14.9,7,11,307.0
2025-01-11 08:00:00,22.8,53.9,1012.8,5.3,53.4,12.8,8,11,493.2
2025-01-11 09:00:00,20.3,78.6,1016.3,4.4,59.6,13.7,9,11,516.6
2025-01-11 10:00:00,18.2,69.5,1019.0,4.4,24.1,19.5,10,11,703.9
2025-01-11 11:00:00,16.3,88.3,1015.7,3.4,29.1,17.6,11,11,386.2
2025-01-11 12:00:00,14.3,79.6,1037.9,3.3,30.8,16.0,12,11,34.0
2025-01-11 13:00:00,16.4,80.8,1011.9,3.1,68.9,11.7,13,11,1.5
2025-01-11 14:00:00,13.1,76.7,1013.6,2.9,74.3,14.8,14,11,17.5
2025-01-11 15:00:00,11.5,87.1,1008.1,4.2,43.0,11.1,15,11,0.0
2025-01-11 16:00:00,10.5,92.4,1001.4,1.3,12.6,19.5,16,11,0.0
2025-01-11 17:00:00,9.7,87.2,1005.3,3.1,18.7,19.5,17,11,32.0
2025-01-11 18:00:00,14.5,87.0,1012.0,2.4,14.6,22.8,18,11,35.8
2025-01-11 19:00:00,8.6,90.0,1008.9,2.3,49.4,14.4,19,11,0.0
2025-01-11 20:00:00,14.5,94.2,996.7,0.3,0.0,20.8,20,11,0.0
2025-01-11 21:00:00,16.8,88.0,1014.1,0.9,38.4,15.2,21,11,0.0
2025-01-11 22:00:00,16.2,84.4,1012.5,3.8,50.8,13.0,22,11,0.0
2025-01-11 23:00:00,14.7,80.6,1014.6,2.4,49.7,13.2,23,11,0.0
2025-01-12 00:00:00,13.9,73.5,1018.9,5.3,8.2,19.6,0,12,0.0
2025-01-12 01:00:00,17.6,76.0,1004.2,3.2,70.6,15.2,1,12,0.0
2025-01-12 02:00:00,21.7,75.0,1005.0,4.7,32.2,14.9,2,12,0.0
2025-01-12 03:00:00,21.4,71.5,1018.4,4.6,53.0,15.5,3,12,0.0
2025-01-12 04:00:00,20.8,62.4,998.4,4.3,61.1,13.9,4,12,0.0
2025-01-12 05:00:00,24.9,72.7,1023.2,3.6,0.0,17.9,5,12,0.0
2025-01-12 06:00:00,19.9,68.4,1034.7,5.3,43.2,17.1,6,12,0.0
2025-01-12 07:00:00,25.2,65.5,1005.7,2.5,17.6,14.4,7,12,430.9
2025-01-12 08:00:00,25.4,65.5,1021.7,4.3,39.3,14.5,8,12,620.0
2025-01-12 09:00:00,19.1,69.1,1016.9,3.4,72.0,16.2,9,12,438.6
2025-01-12 10:00:00,21.3,80.6,1018.2,4.8,28.0,17.0,10,12,680.0
2025-01-12 11:00:00,19.6,72.4,1004.8,2.5,38.6,17.5,11,12,348.5
2025-01-12 12:00:00,12.1,77.9,1013.6,4.5,10.9,15.8,12,12,3.7
2025-01-12 13:00:00,17.4,83.8,1018.4,2.3,52.7,15.3,13,12,15.2
2025-01-12 14:00:00,14.0,84.2,1002.6,1.2,48.7,14.1,14,12,37.7
2025-01-12 15:00:00,13.2,89.5,1012.5,1.7,50.3,14.7,15,12,21.9
2025-01-12 16:00:00,10.2,85.2,1001.7,2.1,36.9,14.7,16,12,4.5
2025-01-12 17:00:00,8.8,85.0,1007.4,0.1,47.9,13.2,17,12,0.0
2025-01-12 18:00:00,10.0,82.7,986.9,0.6,88.3,9.9,18,12,0.0
2025-01-12 19:00:00,13.1,89.1,1002.8,0.3,38.9,18.1,19,12,0.0
2025-01-12 20:00:00,14.5,88.1,1003.7,2.0,19.9,18.3,20,12,0.0
2025-01-12 21:00:00,13.9,81.2,1030.9,1.0,51.6,14.2,21,12,0.0
2025-01-12 22:00:00,13.9,83.5,1004.5,2.9,51.7,16.5,22,12,0.0
2025-01-12 23:00:00,12.6,81.7,1018.0,3.7,35.8,20.1,23,12,0.0
2025-01-13 00:00:00,19.3,75.5,1019.7,1.6,71.1,12.5,0,13,0.0
2025-01-13 01:00:00,19.1,75.7,997.9,4.1,20.9,19.8,1,13,0.0
2025-01-13 02:00:00,21.5,81.3,1009.0,3.8,32.4,16.5,2,13,0.0
2025-01-13 03:00:00,19.7,71.4,1020.9,6.2,46.5,14.6,3,13,0.0
2025-01-13 04:00:00,23.4,72.7,1007.3,5.9,42.2,17.9,4,13,0.0
2025-01-13 05:00:00,19.9,74.3,1003.3,5.7,46.8,12.9,5,13,0.0
2025-01-13 06:00:00,21.4,63.6,1004.3,3.2,25.6,14.8,6,13,0.0
2025-01-13 07:00:00,24.6,71.6,1010.5,6.3,37.0,18.0,7,13,352.3
2025-01-13 08:00:00,23.7,79.3,1008.9,7.2,34.3,16.5,8,13,616.8
2025-01-13 09:00:00,20.9,74.7,1011.3,4.0,62.4,13.9,9,13,468.2
2025-01-13 10:00:00,15.7,74.2,1018.8,6.4,38.6,14.6,10,13,577.8
2025-01-13 11:00:00,20.7,75.3,995.7,4.4,69.0,14.6,11,13,204.8
2025-01-13 12:00:00,16.4,83.2,1021.3,4.1,61.8,13.3,12,13,22.3
2025-01-13 13:00:00,17.1,78.9,994.1,2.7,57.1,13.6,13,13,15.6
